id,sales
0,12.406018415637442
1,13.398752227509387
2,13.583039998702496
3,13.498192849747781
4,15.156965739232149
5,15.76684167072413
6,17.047039449694363
7,12.406018415637442
8,13.398752227509387
9,13.583039998702496
10,13.498192849747781
11,15.156965739232149
12,15.76684167072413
13,17.047039449694363
14,12.406018415637442
15,13.398752227509387
16,13.583039998702496
17,13.498192849747781
18,15.156965739232149
19,15.76684167072413
20,17.047039449694363
21,12.406018415637442
22,13.398752227509387
23,13.583039998702496
24,13.498192849747781
25,15.156965739232149
26,15.76684167072413
27,17.047039449694363
28,12.406018415637442
29,13.398752227509387
30,13.583039998702496
31,15.846255275953194
32,16.993250211398777
33,18.650588450234668
34,20.882899178453552
35,14.057114099344144
36,15.524912858283463
37,15.742580285094427
38,15.846255275953194
39,16.993250211398777
40,18.650588450234668
41,20.882899178453552
42,14.057114099344144
43,15.524912858283463
44,15.742580285094427
45,15.846255275953194
46,16.993250211398777
47,18.650588450234668
48,20.882899178453552
49,14.057114099344144
50,15.524912858283463
51,15.742580285094427
52,15.846255275953194
53,16.993250211398777
54,18.650588450234668
55,20.882899178453552
56,14.057114099344144
57,15.524912858283463
58,15.742580285094427
59,17.059130163067802
60,19.31123163518488
61,21.397419692444405
62,23.43723025053691
63,15.292609850525078
64,16.879343126041068
65,17.486550096235415
66,17.059130163067802
67,19.31123163518488
68,21.397419692444405
69,23.43723025053691
70,15.292609850525078
71,16.879343126041068
72,17.486550096235415
73,17.059130163067802
74,19.31123163518488
75,21.397419692444405
76,23.43723025053691
77,15.292609850525078
78,16.879343126041068
79,17.486550096235415
80,17.059130163067802
81,19.31123163518488
82,21.397419692444405
83,23.43723025053691
84,15.292609850525078
85,16.879343126041068
86,17.486550096235415
87,17.059130163067802
88,19.31123163518488
89,21.397419692444405
90,17.16768713796632
91,20.099355663089042
92,20.267201774351424
93,20.467119046478118
94,22.62171095267477
95,23.500806570169637
96,23.419296233878704
97,17.16768713796632
98,20.099355663089042
99,20.267201774351424
100,20.467119046478118
101,22.62171095267477
102,23.500806570169637
103,23.419296233878704
104,17.16768713796632
105,20.099355663089042
106,20.267201774351424
107,20.467119046478118
108,22.62171095267477
109,23.500806570169637
110,23.419296233878704
111,17.16768713796632
112,20.099355663089042
113,20.267201774351424
114,20.467119046478118
115,22.62171095267477
116,23.500806570169637
117,23.419296233878704
118,17.16768713796632
119,20.099355663089042
120,20.267201774351424
121,23.071038788493734
122,24.713852740651653
123,27.0077700908535
124,27.795794582398127
125,18.3273168171355
126,22.388848830480054
127,22.59007459736027
128,23.071038788493734
129,24.713852740651653
130,27.0077700908535
131,27.795794582398127
132,18.3273168171355
133,22.388848830480054
134,22.59007459736027
135,23.071038788493734
136,24.713852740651653
137,27.0077700908535
138,27.795794582398127
139,18.3273168171355
140,22.388848830480054
141,22.59007459736027
142,23.071038788493734
143,24.713852740651653
144,27.0077700908535
145,27.795794582398127
146,18.3273168171355
147,22.388848830480054
148,22.59007459736027
149,26.730673798295722
150,29.665025797144487
151,32.086780019910464
152,33.227917304755756
153,21.846446179781754
154,25.900282044999326
155,26.588702393027365
156,26.730673798295722
157,29.665025797144487
158,32.086780019910464
159,33.227917304755756
160,21.846446179781754
161,25.900282044999326
162,26.588702393027365
163,26.730673798295722
164,29.665025797144487
165,32.086780019910464
166,33.227917304755756
167,21.846446179781754
168,25.900282044999326
169,26.588702393027365
170,26.730673798295722
171,29.665025797144487
172,32.086780019910464
173,33.227917304755756
174,21.846446179781754
175,25.900282044999326
176,26.588702393027365
177,26.730673798295722
178,29.665025797144487
179,32.086780019910464
180,16.679848825524783
181,18.82143940783498
182,18.93114650365265
183,18.493712253157017
184,19.86716757660156
185,20.357896449730852
186,20.427943155530805
187,16.679848825524783
188,18.82143940783498
189,18.93114650365265
190,18.493712253157017
191,19.86716757660156
192,20.357896449730852
193,20.427943155530805
194,16.679848825524783
195,18.82143940783498
196,18.93114650365265
197,18.493712253157017
198,19.86716757660156
199,20.357896449730852
200,20.427943155530805
201,16.679848825524783
202,18.82143940783498
203,18.93114650365265
204,18.493712253157017
205,19.86716757660156
206,20.357896449730852
207,20.427943155530805
208,16.679848825524783
209,18.82143940783498
210,18.93114650365265
211,20.441096802539057
212,21.30277417194488
213,23.208324777781154
214,24.14790631141666
215,17.182943312060402
216,20.454397382592408
217,20.597484134027926
218,20.441096802539057
219,21.30277417194488
220,23.208324777781154
221,24.14790631141666
222,17.182943312060402
223,20.454397382592408
224,20.597484134027926
225,20.441096802539057
226,21.30277417194488
227,23.208324777781154
228,24.14790631141666
229,17.182943312060402
230,20.454397382592408
231,20.597484134027926
232,20.441096802539057
233,21.30277417194488
234,23.208324777781154
235,24.14790631141666
236,17.182943312060402
237,20.454397382592408
238,20.597484134027926
239,24.247866852787833
240,26.377096672840082
241,28.340620597467282
242,29.087701960976403
243,20.866975092392362
244,24.130733014797382
245,24.640041506823973
246,24.247866852787833
247,26.377096672840082
248,28.340620597467282
249,29.087701960976403
250,20.866975092392362
251,24.130733014797382
252,24.640041506823973
253,24.247866852787833
254,26.377096672840082
255,28.340620597467282
256,29.087701960976403
257,20.866975092392362
258,24.130733014797382
259,24.640041506823973
260,24.247866852787833
261,26.377096672840082
262,28.340620597467282
263,29.087701960976403
264,20.866975092392362
265,24.130733014797382
266,24.640041506823973
267,24.247866852787833
268,26.377096672840082
269,28.340620597467282
270,14.351740639444895
271,16.714565474726378
272,16.827455850110397
273,17.37781707693866
274,18.821078024847417
275,19.071805029069296
276,19.39699386338968
277,14.351740639444895
278,16.714565474726378
279,16.827455850110397
280,17.37781707693866
281,18.821078024847417
282,19.071805029069296
283,19.39699386338968
284,14.351740639444895
285,16.714565474726378
286,16.827455850110397
287,17.37781707693866
288,18.821078024847417
289,19.071805029069296
290,19.39699386338968
291,14.351740639444895
292,16.714565474726378
293,16.827455850110397
294,17.37781707693866
295,18.821078024847417
296,19.071805029069296
297,19.39699386338968
298,14.351740639444895
299,16.714565474726378
300,16.827455850110397
301,18.39777252422896
302,19.329255518098982
303,20.819746057418655
304,22.014469719574606
305,15.20496429263397
306,17.63620775353131
307,17.721087622043953
308,18.39777252422896
309,19.329255518098982
310,20.819746057418655
311,22.014469719574606
312,15.20496429263397
313,17.63620775353131
314,17.721087622043953
315,18.39777252422896
316,19.329255518098982
317,20.819746057418655
318,22.014469719574606
319,15.20496429263397
320,17.63620775353131
321,17.721087622043953
322,18.39777252422896
323,19.329255518098982
324,20.819746057418655
325,22.014469719574606
326,15.20496429263397
327,17.63620775353131
328,17.721087622043953
329,21.490215194249902
330,25.007147197431024
331,26.58691117452323
332,27.589134666552802
333,17.544583889037092
334,20.746344187049004
335,21.19744579615272
336,21.490215194249902
337,25.007147197431024
338,26.58691117452323
339,27.589134666552802
340,17.544583889037092
341,20.746344187049004
342,21.19744579615272
343,21.490215194249902
344,25.007147197431024
345,26.58691117452323
346,27.589134666552802
347,17.544583889037092
348,20.746344187049004
349,21.19744579615272
350,21.490215194249902
351,25.007147197431024
352,26.58691117452323
353,27.589134666552802
354,17.544583889037092
